"Cs2","cutoff.step","Power.min","SR.min","Method","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP"
0.95,1,0.9,0.65,"Dunnett",189,97.48,32.62,93.34,31.32,33.52, ,145,96.73,36.05,89.96,32.9,37.74, ,174,96.36,33.27,91.11,31.49,34.51, ,136,96.25,35.91,88.26,32.26,37.73
0.95,2,0.9,0.65,"BOP2-OC",173.81,9.11,9.11,4.82,4.82,83.75, ,134.01,9.28,9.28,5.17,5.17,83.34, ,155.96,10.08,10.08,4.83,4.83,83.75, ,124.51,10.07,10.07,4.92,4.92,83.34
0.95,2,0.9,0.65,"Dunnett",192,10.07,10.07,5.04,5.04,100, ,148,10.08,10.08,5.07,5.07,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.65,"BOP2-OC",173.06,8.27,8.27,4.42,4.42,83.08, ,134.03,9.01,9.01,4.7,4.7,83.37, ,154.97,9.05,9.05,4.42,4.41,83.08, ,124.54,9.91,9.91,4.88,4.88,83.37
0.95,2,0.9,0.65,"Dunnett",192,10.07,10.07,5.04,5.04,100, ,148,10.08,10.08,5.07,5.07,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.65,"BOP2-OC",172.6,8.37,5.52,4.45,3.1,55.06, ,133.51,8.89,5.73,4.54,2.9,55.16, ,154.37,9.22,6.13,4.36,2.9,55.06, ,123.86,9.61,6.28,4.67,2.96,55.16
0.95,2,0.9,0.65,"Dunnett",192,10.07,5.24,5.04,2.66,55.52, ,148,10.08,5.24,5.07,2.66,55.85, ,180,10,5.42,5.01,2.53,56.07, ,143,10.05,4.85,5.03,2.31,47.44
0.95,2,0.9,0.65,"BOP2-OC",117.35,2.2, ,2.19, ,0, ,91.14,1.97, ,1.96, ,0, ,81.36,2.36, ,2.33, ,0, ,67.87,2.11, ,2.08, ,0
0.95,2,0.9,0.65,"Dunnett",192,6.88,0,6.7,0,0, ,148,7.37,0,7.2,0,0, ,180,7.14,0,7.06,0,0, ,143,7.54,0,7.3,0,0
0.95,2,0.9,0.65,"BOP2-OC",191.99,96.77,96.77,89.66,89.66,100, ,148,96.58,96.58,87.22,87.22,100, ,179.99,95.76,95.76,89.03,89.03,100, ,142.99,95.78,95.78,86.53,86.54,100
0.95,2,0.9,0.65,"Dunnett",192,95.84,95.84,87.2,87.2,100, ,148,95.5,95.5,85.68,85.68,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.65,"BOP2-OC",191.99,95.38,95.38,86.42,86.42,100, ,147.98,95.33,95.33,83.4,83.4,99.98, ,179.99,94.6,94.6,86.5,86.5,100, ,142.98,94.68,94.68,83.58,83.58,99.98
0.95,2,0.9,0.65,"Dunnett",192,95.84,95.84,87.2,87.2,100, ,148,95.5,95.5,85.68,85.68,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.65,"BOP2-OC",191.1,87.48,87.38,72.69,72.69,93.25, ,147.4,88.12,88.09,62.41,62.41,93.77, ,178.81,87.6,87.5,74.39,74.39,93.25, ,142.21,87.63,87.54,63.66,63.66,93.77
0.95,2,0.9,0.65,"Dunnett",192,90.33,90.33,69.22,69.22,100, ,148,88.22,88.22,57.48,57.48,100, ,180,88.04,88.04,69.21,69.21,99.98, ,143,88.04,88.04,58.88,58.88,100
0.95,2,0.9,0.65,"BOP2-OC",191.88,88.96,82.4,78.73,76.34,83.91, ,147.89,88.81,82.16,70.87,69.47,83.9, ,179.84,89.03,82.23,79.41,77.01,83.91, ,142.85,88.86,82.01,71.36,70.1,83.9
0.95,2,0.9,0.65,"Dunnett",192,94.76,93.46,83.37,82.6,98.31, ,148,94.51,93.1,73.7,73.13,98.1, ,180,94.16,92.71,83.69,82.79,98.03, ,143,92.39,91.18,68.46,67.94,98.36
0.95,2,0.9,0.65,"BOP2-OC",191.93,94.25,83.31,84.23,74.14,88.5, ,147.93,94.24,83.56,81.16,71.61,88.68, ,179.9,93.82,82.97,84.8,74.67,88.5, ,142.91,93.69,83.08,81.6,72.09,88.68
0.95,2,0.9,0.65,"Dunnett",192,95.84,52.22,87.2,47.03,54.61, ,148,95.5,52.16,85.68,46.51,54.92, ,180,95.16,52.15,88.22,48.2,55.11, ,143,94.35,47.64,82.62,42.28,50.23
0.95,2,0.9,0.65,"BOP2-OC",191.93,94.24,83.36,77.02,67.61,88.5, ,147.94,94.36,83.7,67.82,59.59,88.76, ,179.9,93.76,82.92,77.61,68.14,88.5, ,142.92,93.94,83.38,69.31,61.15,88.76
0.95,2,0.9,0.65,"Dunnett",192,95.84,52.22,80.97,43.35,54.61, ,148,95.5,52.16,74.04,39.95,54.92, ,180,95.16,52.15,82.83,45.02,55.11, ,143,94.35,47.64,70.32,36.44,50.23
0.95,2,0.9,0.65,"BOP2-OC",191.97,94.8,80.96,86.06,72.63,85.94, ,147.99,94.69,80.9,82.84,69.58,86.01, ,179.96,94.34,80.55,86.06,72.7,85.94, ,142.99,94.48,80.73,83.57,70.39,86.01
0.95,2,0.9,0.65,"Dunnett",192,97.82,36.02,92.38,33.37,36.96, ,148,97.67,36.19,91.2,33.12,37.33, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.65,"BOP2-OC",190.39,90.77,78.03,81.88,69.62,82.76, ,146.85,90.86,78.53,79.1,67.48,83.47, ,177.88,89.68,77.47,81.72,69.9,82.76, ,141.48,90.15,78.25,79.09,67.8,83.47
0.95,2,0.9,0.65,"Dunnett",192,97.82,36.02,92.38,33.37,36.96, ,148,97.67,36.19,91.2,33.12,37.33, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.6,"BOP2-OC",173.81,9.11,9.11,4.82,4.82,83.75, ,134.01,9.28,9.28,5.17,5.17,83.34, ,155.96,10.08,10.08,4.83,4.83,83.75, ,124.51,10.07,10.07,4.92,4.92,83.34
0.95,2,0.9,0.6,"Dunnett",192,10.07,10.07,5.04,5.04,100, ,148,10.08,10.08,5.07,5.07,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.6,"BOP2-OC",173.06,8.27,8.27,4.42,4.42,83.08, ,134.03,9.01,9.01,4.7,4.7,83.37, ,154.97,9.05,9.05,4.42,4.41,83.08, ,124.54,9.91,9.91,4.88,4.88,83.37
0.95,2,0.9,0.6,"Dunnett",192,10.07,10.07,5.04,5.04,100, ,148,10.08,10.08,5.07,5.07,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.6,"BOP2-OC",172.6,8.37,5.52,4.45,3.1,55.06, ,133.51,8.89,5.73,4.54,2.9,55.16, ,154.37,9.22,6.13,4.36,2.9,55.06, ,123.86,9.61,6.28,4.67,2.96,55.16
0.95,2,0.9,0.6,"Dunnett",192,10.07,5.24,5.04,2.66,55.52, ,148,10.08,5.24,5.07,2.66,55.85, ,180,10,5.42,5.01,2.53,56.07, ,143,10.05,4.85,5.03,2.31,47.44
0.95,2,0.9,0.6,"BOP2-OC",117.35,2.2, ,2.19, ,0, ,91.14,1.97, ,1.96, ,0, ,81.36,2.36, ,2.33, ,0, ,67.87,2.11, ,2.08, ,0
0.95,2,0.9,0.6,"Dunnett",192,6.88,0,6.7,0,0, ,148,7.37,0,7.2,0,0, ,180,7.14,0,7.06,0,0, ,143,7.54,0,7.3,0,0
0.95,2,0.9,0.6,"BOP2-OC",191.99,96.77,96.77,89.66,89.66,100, ,148,96.58,96.58,87.22,87.22,100, ,179.99,95.76,95.76,89.03,89.03,100, ,142.99,95.78,95.78,86.53,86.54,100
0.95,2,0.9,0.6,"Dunnett",192,95.84,95.84,87.2,87.2,100, ,148,95.5,95.5,85.68,85.68,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.6,"BOP2-OC",191.99,95.38,95.38,86.42,86.42,100, ,147.98,95.33,95.33,83.4,83.4,99.98, ,179.99,94.6,94.6,86.5,86.5,100, ,142.98,94.68,94.68,83.58,83.58,99.98
0.95,2,0.9,0.6,"Dunnett",192,95.84,95.84,87.2,87.2,100, ,148,95.5,95.5,85.68,85.68,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.6,"BOP2-OC",191.1,87.48,87.38,72.69,72.69,93.25, ,147.4,88.12,88.09,62.41,62.41,93.77, ,178.81,87.6,87.5,74.39,74.39,93.25, ,142.21,87.63,87.54,63.66,63.66,93.77
0.95,2,0.9,0.6,"Dunnett",192,90.33,90.33,69.22,69.22,100, ,148,88.22,88.22,57.48,57.48,100, ,180,88.04,88.04,69.21,69.21,99.98, ,143,88.04,88.04,58.88,58.88,100
0.95,2,0.9,0.6,"BOP2-OC",191.88,88.96,82.4,78.73,76.34,83.91, ,147.89,88.81,82.16,70.87,69.47,83.9, ,179.84,89.03,82.23,79.41,77.01,83.91, ,142.85,88.86,82.01,71.36,70.1,83.9
0.95,2,0.9,0.6,"Dunnett",192,94.76,93.46,83.37,82.6,98.31, ,148,94.51,93.1,73.7,73.13,98.1, ,180,94.16,92.71,83.69,82.79,98.03, ,143,92.39,91.18,68.46,67.94,98.36
0.95,2,0.9,0.6,"BOP2-OC",191.93,94.25,83.31,84.23,74.14,88.5, ,147.93,94.24,83.56,81.16,71.61,88.68, ,179.9,93.82,82.97,84.8,74.67,88.5, ,142.91,93.69,83.08,81.6,72.09,88.68
0.95,2,0.9,0.6,"Dunnett",192,95.84,52.22,87.2,47.03,54.61, ,148,95.5,52.16,85.68,46.51,54.92, ,180,95.16,52.15,88.22,48.2,55.11, ,143,94.35,47.64,82.62,42.28,50.23
0.95,2,0.9,0.6,"BOP2-OC",191.93,94.24,83.36,77.02,67.61,88.5, ,147.94,94.36,83.7,67.82,59.59,88.76, ,179.9,93.76,82.92,77.61,68.14,88.5, ,142.92,93.94,83.38,69.31,61.15,88.76
0.95,2,0.9,0.6,"Dunnett",192,95.84,52.22,80.97,43.35,54.61, ,148,95.5,52.16,74.04,39.95,54.92, ,180,95.16,52.15,82.83,45.02,55.11, ,143,94.35,47.64,70.32,36.44,50.23
0.95,2,0.9,0.6,"BOP2-OC",191.97,94.8,80.96,86.06,72.63,85.94, ,147.99,94.69,80.9,82.84,69.58,86.01, ,179.96,94.34,80.55,86.06,72.7,85.94, ,142.99,94.48,80.73,83.57,70.39,86.01
0.95,2,0.9,0.6,"Dunnett",192,97.82,36.02,92.38,33.37,36.96, ,148,97.67,36.19,91.2,33.12,37.33, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.6,"BOP2-OC",190.39,90.77,78.03,81.88,69.62,82.76, ,146.85,90.86,78.53,79.1,67.48,83.47, ,177.88,89.68,77.47,81.72,69.9,82.76, ,141.48,90.15,78.25,79.09,67.8,83.47
0.95,2,0.9,0.6,"Dunnett",192,97.82,36.02,92.38,33.37,36.96, ,148,97.67,36.19,91.2,33.12,37.33, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.65,"BOP2-OC",169.78,9.89,9.89,5.07,5.07,78.98, ,130.66,9.88,9.89,4.92,4.92,78.51, ,155.96,10.08,10.08,4.83,4.83,83.75, ,124.51,10.07,10.07,4.92,4.92,83.34
0.95,2,0.9,0.65,"Dunnett",195,10.08,10.08,5.04,5.04,100, ,150,10.06,10.06,5.04,5.04,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.65,"BOP2-OC",168.18,9.23,9.23,4.45,4.45,77.65, ,129.67,8.96,8.96,4.22,4.22,77.41, ,154.97,9.05,9.05,4.42,4.41,83.08, ,124.54,9.91,9.91,4.88,4.88,83.37
0.95,2,0.9,0.65,"Dunnett",195,10.08,10.08,5.04,5.04,100, ,150,10.06,10.06,5.04,5.04,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.65,"BOP2-OC",167.22,8.84,5.71,4.26,2.73,50.07, ,129.2,8.88,5.62,4.34,2.75,50.29, ,154.37,9.22,6.13,4.36,2.9,55.06, ,123.86,9.61,6.28,4.67,2.96,55.16
0.95,2,0.9,0.65,"Dunnett",195,10.08,5.34,5.04,2.82,55.37, ,150,10.06,5.26,5.04,2.59,55.73, ,180,10,5.42,5.01,2.53,56.07, ,143,10.05,4.85,5.03,2.31,47.44
0.95,2,0.9,0.65,"BOP2-OC",102.98,1.38, ,1.35, ,0, ,80.53,1.24, ,1.24, ,0, ,81.36,2.36, ,2.33, ,0, ,67.87,2.11, ,2.08, ,0
0.95,2,0.9,0.65,"Dunnett",195,7.3,0,7.18,0,0, ,150,7.11,0,6.92,0,0, ,180,7.14,0,7.06,0,0, ,143,7.54,0,7.3,0,0
0.95,2,0.9,0.65,"BOP2-OC",194.99,97.02,97.02,86.19,86.19,100, ,149.99,96.89,96.89,87.61,87.61,99.99, ,179.99,95.76,95.76,89.03,89.03,100, ,142.99,95.78,95.78,86.53,86.54,100
0.95,2,0.9,0.65,"Dunnett",195,96.98,96.98,91.22,91.22,100, ,150,94.84,94.84,83.25,83.25,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.65,"BOP2-OC",194.93,95.66,95.66,82.78,82.78,99.94, ,149.93,95.6,95.6,84.38,84.38,99.92, ,179.99,94.6,94.6,86.5,86.5,100, ,142.98,94.68,94.68,83.58,83.58,99.98
0.95,2,0.9,0.65,"Dunnett",195,96.98,96.98,91.22,91.22,100, ,150,94.84,94.84,83.25,83.25,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.65,"BOP2-OC",192.42,87.8,87.7,68,68,92.52, ,148.08,87.58,87.49,62.56,62.56,92.7, ,178.81,87.6,87.5,74.39,74.39,93.25, ,142.21,87.63,87.54,63.66,63.66,93.77
0.95,2,0.9,0.65,"Dunnett",195,90.66,90.65,72.61,72.61,100, ,150,88.91,88.91,59.68,59.68,99.99, ,180,88.04,88.04,69.21,69.21,99.98, ,143,88.04,88.04,58.88,58.88,100
0.95,2,0.9,0.65,"BOP2-OC",194.65,88.81,81.42,75.37,73.23,82.83, ,149.64,89.02,81.5,70.89,69.47,82.98, ,179.84,89.03,82.23,79.41,77.01,83.91, ,142.85,88.86,82.01,71.36,70.1,83.9
0.95,2,0.9,0.65,"Dunnett",195,96.16,94.92,86.56,85.77,98.45, ,150,93.66,92.21,70.33,69.77,98.08, ,180,94.16,92.71,83.69,82.79,98.03, ,143,92.39,91.18,68.46,67.94,98.36
0.95,2,0.9,0.65,"BOP2-OC",194.66,94.11,82.84,79.7,69.8,87.64, ,149.75,94.28,83.54,81.9,72.22,88.13, ,179.9,93.82,82.97,84.8,74.67,88.5, ,142.91,93.69,83.08,81.6,72.09,88.68
0.95,2,0.9,0.65,"Dunnett",195,96.98,53,91.22,49.62,54.81, ,150,94.84,51.62,83.25,44.84,54.71, ,180,95.16,52.15,88.22,48.2,55.11, ,143,94.35,47.64,82.62,42.28,50.23
0.95,2,0.9,0.65,"BOP2-OC",194.66,94.15,82.87,70.58,61.57,87.64, ,149.75,94.14,83.38,68.56,60.25,88.13, ,179.9,93.76,82.92,77.61,68.14,88.5, ,142.92,93.94,83.38,69.31,61.15,88.76
0.95,2,0.9,0.65,"Dunnett",195,96.98,53,85.69,46.34,54.81, ,150,94.84,51.62,70.47,37.67,54.71, ,180,95.16,52.15,82.83,45.02,55.11, ,143,94.35,47.64,70.32,36.44,50.23
0.95,2,0.9,0.65,"BOP2-OC",194.91,95.28,80.44,82.38,68.2,84.9, ,149.91,95.45,80.53,84.33,70.04,84.79, ,179.96,94.34,80.55,86.06,72.7,85.94, ,142.99,94.48,80.73,83.57,70.39,86.01
0.95,2,0.9,0.65,"Dunnett",195,98.43,35.91,95.1,34.34,36.67, ,150,97.12,35.86,89.38,32.42,37.29, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.65,"BOP2-OC",190.91,86.75,76.23,73.84,63.99,80.98, ,147.03,87.72,77.48,76.59,66.89,81.69, ,177.88,89.68,77.47,81.72,69.9,82.76, ,141.48,90.15,78.25,79.09,67.8,83.47
0.95,2,0.9,0.65,"Dunnett",195,98.43,35.91,95.1,34.34,36.67, ,150,97.12,35.86,89.38,32.42,37.29, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.6,"BOP2-OC",160.16,9.22,9.22,4.94,4.94,67.11, ,123.85,9.4,9.4,5.16,5.16,66.49, ,155.96,10.08,10.08,4.83,4.83,83.75, ,124.51,10.07,10.07,4.92,4.92,83.34
0.95,2,0.9,0.6,"Dunnett",197,10.09,10.09,5.05,5.05,100, ,152,10.03,10.03,5.02,5.02,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.6,"BOP2-OC",159.41,8.95,8.95,4.66,4.66,66.44, ,123.73,8.67,8.67,4.46,4.46,66.34, ,154.97,9.05,9.05,4.42,4.41,83.08, ,124.54,9.91,9.91,4.88,4.88,83.37
0.95,2,0.9,0.6,"Dunnett",197,10.09,10.09,5.05,5.05,100, ,152,10.03,10.03,5.02,5.02,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.6,"BOP2-OC",158.39,8.58,5.33,4.37,2.71,40.23, ,122.86,8.58,5.23,4.3,2.71,40.61, ,154.37,9.22,6.13,4.36,2.9,55.06, ,123.86,9.61,6.28,4.67,2.96,55.16
0.95,2,0.9,0.6,"Dunnett",197,10.09,5.4,5.05,2.84,54.85, ,152,10.03,5.26,5.02,2.61,55.67, ,180,10,5.42,5.01,2.53,56.07, ,143,10.05,4.85,5.03,2.31,47.44
0.95,2,0.9,0.6,"BOP2-OC",104.49,1.31, ,1.3, ,0, ,82.41,1.26, ,1.24, ,0, ,81.36,2.36, ,2.33, ,0, ,67.87,2.11, ,2.08, ,0
0.95,2,0.9,0.6,"Dunnett",197,6.8,0,6.74,0,0, ,152,7.62,0,7.41,0,0, ,180,7.14,0,7.06,0,0, ,143,7.54,0,7.3,0,0
0.95,2,0.9,0.6,"BOP2-OC",196.99,97.16,97.16,90.39,90.39,100, ,151.98,97.04,97.04,88.04,88.04,99.98, ,179.99,95.76,95.76,89.03,89.03,100, ,142.99,95.78,95.78,86.53,86.54,100
0.95,2,0.9,0.6,"Dunnett",197,96.34,96.34,90.13,90.13,100, ,152,96.16,96.16,86.8,86.8,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.6,"BOP2-OC",196.97,95.94,95.94,87.13,87.13,99.97, ,151.95,95.66,95.66,84.47,84.47,99.94, ,179.99,94.6,94.6,86.5,86.5,100, ,142.98,94.68,94.68,83.58,83.58,99.98
0.95,2,0.9,0.6,"Dunnett",197,96.34,96.34,90.13,90.13,100, ,152,96.16,96.16,86.8,86.8,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.6,"BOP2-OC",194.96,90,89.9,75.11,75.11,95.02, ,150.52,90.15,90.11,64.31,64.31,95.25, ,178.81,87.6,87.5,74.39,74.39,93.25, ,142.21,87.63,87.54,63.66,63.66,93.77
0.95,2,0.9,0.6,"Dunnett",197,91.06,91.05,74.41,74.41,100, ,152,89.11,89.1,58.94,58.94,99.99, ,180,88.04,88.04,69.21,69.21,99.98, ,143,88.04,88.04,58.88,58.88,100
0.95,2,0.9,0.6,"BOP2-OC",196.65,90.31,83.58,80.06,77.65,85.04, ,151.68,90.33,83.68,72.52,71.15,85.23, ,179.84,89.03,82.23,79.41,77.01,83.91, ,142.85,88.86,82.01,71.36,70.1,83.9
0.95,2,0.9,0.6,"Dunnett",197,95.55,94.3,85.12,84.32,98.37, ,152,95.03,93.62,75,74.35,98.22, ,180,94.16,92.71,83.69,82.79,98.03, ,143,92.39,91.18,68.46,67.94,98.36
0.95,2,0.9,0.6,"BOP2-OC",196.75,94.63,84.26,84.84,75.28,88.77, ,151.86,94.62,84.57,82.08,73.1,89.1, ,179.9,93.82,82.97,84.8,74.67,88.5, ,142.91,93.69,83.08,81.6,72.09,88.68
0.95,2,0.9,0.6,"Dunnett",197,96.34,52.56,90.13,48.88,54.67, ,152,96.16,52.07,86.8,46.7,54.44, ,180,95.16,52.15,88.22,48.2,55.11, ,143,94.35,47.64,82.62,42.28,50.23
0.95,2,0.9,0.6,"BOP2-OC",196.75,94.42,84.08,77.31,68.32,88.77, ,151.81,94.68,84.41,68.8,60.7,88.89, ,179.9,93.76,82.92,77.61,68.14,88.5, ,142.92,93.94,83.38,69.31,61.15,88.76
0.95,2,0.9,0.6,"Dunnett",197,96.34,52.56,83.61,45.12,54.67, ,152,96.16,52.07,75.14,40.3,54.44, ,180,95.16,52.15,82.83,45.02,55.11, ,143,94.35,47.64,70.32,36.44,50.23
0.95,2,0.9,0.6,"BOP2-OC",196.88,95.45,81.59,86.5,73.02,85.82, ,151.94,95.28,81.98,84,71.25,86.46, ,179.96,94.34,80.55,86.06,72.7,85.94, ,142.99,94.48,80.73,83.57,70.39,86.01
0.95,2,0.9,0.6,"Dunnett",197,98.18,35.99,94.53,34.38,36.95, ,152,97.91,36.13,91.99,33.36,37.12, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.6,"BOP2-OC",194.03,88.41,78.61,79.39,69.91,83.18, ,149.83,88.44,78.74,77.22,68.09,83.32, ,177.88,89.68,77.47,81.72,69.9,82.76, ,141.48,90.15,78.25,79.09,67.8,83.47
0.95,2,0.9,0.6,"Dunnett",197,98.18,35.99,94.53,34.38,36.95, ,152,97.91,36.13,91.99,33.36,37.12, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.7,"BOP2-OC",160.16,9.21,9.21,4.94,4.94,67.11, ,123.85,9.38,9.38,5.16,5.16,66.49, ,155.96,10.08,10.08,4.83,4.83,83.75, ,124.51,10.07,10.07,4.92,4.92,83.34
0.95,2,0.9,0.7,"Dunnett",197,10.09,10.09,5.05,5.05,100, ,152,10.03,10.03,5.02,5.02,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.7,"BOP2-OC",159.41,8.94,8.94,4.66,4.66,66.44, ,123.73,8.66,8.66,4.45,4.45,66.34, ,154.97,9.05,9.05,4.42,4.41,83.08, ,124.54,9.91,9.91,4.88,4.88,83.37
0.95,2,0.9,0.7,"Dunnett",197,10.09,10.09,5.05,5.05,100, ,152,10.03,10.03,5.02,5.02,100, ,180,10,10,5.01,5.01,100, ,143,10.05,10.05,5.03,5.03,100
0.95,2,0.9,0.7,"BOP2-OC",158.39,8.5,5.3,4.35,2.71,40.23, ,122.86,8.55,5.22,4.28,2.71,40.61, ,154.37,9.22,6.13,4.36,2.9,55.06, ,123.86,9.61,6.28,4.67,2.96,55.16
0.95,2,0.9,0.7,"Dunnett",197,10.09,5.4,5.05,2.84,54.85, ,152,10.03,5.26,5.02,2.61,55.67, ,180,10,5.42,5.01,2.53,56.07, ,143,10.05,4.85,5.03,2.31,47.44
0.95,2,0.9,0.7,"BOP2-OC",104.49,1, ,1, ,0, ,82.41,0.95, ,0.94, ,0, ,81.36,2.36, ,2.33, ,0, ,67.87,2.11, ,2.08, ,0
0.95,2,0.9,0.7,"Dunnett",197,6.8,0,6.74,0,0, ,152,7.62,0,7.41,0,0, ,180,7.14,0,7.06,0,0, ,143,7.54,0,7.3,0,0
0.95,2,0.9,0.7,"BOP2-OC",196.99,97.16,97.16,90.39,90.39,100, ,151.98,97.04,97.04,88.04,88.04,99.98, ,179.99,95.76,95.76,89.03,89.03,100, ,142.99,95.78,95.78,86.53,86.54,100
0.95,2,0.9,0.7,"Dunnett",197,96.34,96.34,90.13,90.13,100, ,152,96.16,96.16,86.8,86.8,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.7,"BOP2-OC",196.97,95.93,95.93,87.12,87.12,99.97, ,151.95,95.66,95.65,84.47,84.47,99.94, ,179.99,94.6,94.6,86.5,86.5,100, ,142.98,94.68,94.68,83.58,83.58,99.98
0.95,2,0.9,0.7,"Dunnett",197,96.34,96.34,90.13,90.13,100, ,152,96.16,96.16,86.8,86.8,100, ,180,95.16,95.16,88.22,88.22,100, ,143,94.35,94.35,82.62,82.62,100
0.95,2,0.9,0.7,"BOP2-OC",194.96,90,89.9,75.1,75.1,95.02, ,150.52,90.12,90.09,64.29,64.29,95.25, ,178.81,87.6,87.5,74.39,74.39,93.25, ,142.21,87.63,87.54,63.66,63.66,93.77
0.95,2,0.9,0.7,"Dunnett",197,91.06,91.05,74.41,74.41,100, ,152,89.11,89.1,58.94,58.94,99.99, ,180,88.04,88.04,69.21,69.21,99.98, ,143,88.04,88.04,58.88,58.88,100
0.95,2,0.9,0.7,"BOP2-OC",196.65,90.31,83.58,80.05,77.64,85.04, ,151.68,90.33,83.67,72.52,71.15,85.23, ,179.84,89.03,82.23,79.41,77.01,83.91, ,142.85,88.86,82.01,71.36,70.1,83.9
0.95,2,0.9,0.7,"Dunnett",197,95.55,94.3,85.12,84.32,98.37, ,152,95.03,93.62,75,74.35,98.22, ,180,94.16,92.71,83.69,82.79,98.03, ,143,92.39,91.18,68.46,67.94,98.36
0.95,2,0.9,0.7,"BOP2-OC",196.75,94.32,84.26,84.56,75.28,88.77, ,151.86,94.33,84.57,81.83,73.1,89.1, ,179.9,93.82,82.97,84.8,74.67,88.5, ,142.91,93.69,83.08,81.6,72.09,88.68
0.95,2,0.9,0.7,"Dunnett",197,96.34,52.56,90.13,48.88,54.67, ,152,96.16,52.07,86.8,46.7,54.44, ,180,95.16,52.15,88.22,48.2,55.11, ,143,94.35,47.64,82.62,42.28,50.23
0.95,2,0.9,0.7,"BOP2-OC",196.75,94.08,84.08,77,68.32,88.77, ,151.81,94.4,84.41,68.56,60.7,88.89, ,179.9,93.76,82.92,77.61,68.14,88.5, ,142.92,93.94,83.38,69.31,61.15,88.76
0.95,2,0.9,0.7,"Dunnett",197,96.34,52.56,83.61,45.12,54.67, ,152,96.16,52.07,75.14,40.3,54.44, ,180,95.16,52.15,82.83,45.02,55.11, ,143,94.35,47.64,70.32,36.44,50.23
0.95,2,0.9,0.7,"BOP2-OC",196.88,95.35,81.59,86.41,73.02,85.82, ,151.94,95.2,81.98,83.93,71.25,86.46, ,179.96,94.34,80.55,86.06,72.7,85.94, ,142.99,94.48,80.73,83.57,70.39,86.01
0.95,2,0.9,0.7,"Dunnett",197,98.18,35.99,94.53,34.38,36.95, ,152,97.91,36.13,91.99,33.36,37.12, ,180,97.42,36.47,93.37,34.51,37.76, ,143,96.57,32.59,88.55,29.84,33.7
0.95,2,0.9,0.7,"BOP2-OC",194.03,86.44,78.4,77.5,69.72,83.18, ,149.83,86.46,78.54,75.39,67.89,83.32, ,177.88,89.68,77.47,81.72,69.9,82.76, ,141.48,90.15,78.25,79.09,67.8,83.47
